Date,Season,Team,Opponent,HomeFlag,GF,GA,Manager,ManagerStart,ManagerEnd,MatchNumMgr,Window1,Window2,Window3,HomeTeam,AwayTeam,MatchID,Points,GoalDifference,Win,Draw,Loss,ManagerPeriod,rows_per_match,CompleteMatchPair
2014-11-29,2014/2015,Aston Villa,Burnley,0,1,1,PAUL LAMBERT,2012-02-06,2015-11-02,113,0,0,0,Burnley,Aston Villa,2014/2015_2014-11-29_Burnley_Aston Villa,1,0,0,1,0,Established,2,TRUE
2014-12-02,2014/2015,Aston Villa,Crystal Palace,0,1,0,PAUL LAMBERT,2012-02-06,2015-11-02,114,0,0,0,Crystal Palace,Aston Villa,2014/2015_2014-12-02_Crystal Palace_Aston Villa,3,1,1,0,0,Established,2,TRUE
2014-12-07,2014/2015,Aston Villa,Leicester City,1,2,1,PAUL LAMBERT,2012-02-06,2015-11-02,115,0,0,0,Aston Villa,Leicester City,2014/2015_2014-12-07_Aston Villa_Leicester City,3,1,1,0,0,Established,2,TRUE
2014-12-13,2014/2015,Aston Villa,West Brom,0,0,1,PAUL LAMBERT,2012-02-06,2015-11-02,116,0,0,0,West Brom,Aston Villa,2014/2015_2014-12-13_West Brom_Aston Villa,0,-1,0,0,1,Established,2,TRUE
2014-12-20,2014/2015,Aston Villa,Manchester Utd,1,1,1,PAUL LAMBERT,2012-02-06,2015-11-02,117,0,0,0,Aston Villa,Manchester Utd,2014/2015_2014-12-20_Aston Villa_Manchester Utd,1,0,0,1,0,Established,2,TRUE
2014-12-26,2014/2015,Aston Villa,Swansea City,0,0,1,PAUL LAMBERT,2012-02-06,2015-11-02,118,0,0,0,Swansea City,Aston Villa,2014/2015_2014-12-26_Swansea City_Aston Villa,0,-1,0,0,1,Established,2,TRUE
2014-12-28,2014/2015,Aston Villa,Sunderland,1,0,0,PAUL LAMBERT,2012-02-06,2015-11-02,119,0,0,0,Aston Villa,Sunderland,2014/2015_2014-12-28_Aston Villa_Sunderland,1,0,0,1,0,Established,2,TRUE
2015-01-01,2014/2015,Aston Villa,Crystal Palace,1,0,0,PAUL LAMBERT,2012-02-06,2015-11-02,120,0,0,0,Aston Villa,Crystal Palace,2014/2015_2015-01-01_Aston Villa_Crystal Palace,1,0,0,1,0,Established,2,TRUE
2015-01-10,2014/2015,Aston Villa,Leicester City,0,0,1,PAUL LAMBERT,2012-02-06,2015-11-02,121,0,0,0,Leicester City,Aston Villa,2014/2015_2015-01-10_Leicester City_Aston Villa,0,-1,0,0,1,Established,2,TRUE
2015-01-17,2014/2015,Aston Villa,Liverpool,1,0,2,PAUL LAMBERT,2012-02-06,2015-11-02,122,0,0,0,Aston Villa,Liverpool,2014/2015_2015-01-17_Aston Villa_Liverpool,0,-2,0,0,1,Established,2,TRUE
2015-02-01,2014/2015,Aston Villa,Arsenal,0,0,5,PAUL LAMBERT,2012-02-06,2015-11-02,123,0,0,0,Arsenal,Aston Villa,2014/2015_2015-02-01_Arsenal_Aston Villa,0,-5,0,0,1,Established,2,TRUE
2015-02-07,2014/2015,Aston Villa,Chelsea,1,1,2,PAUL LAMBERT,2012-02-06,2015-11-02,124,0,0,0,Aston Villa,Chelsea,2014/2015_2015-02-07_Aston Villa_Chelsea,0,-1,0,0,1,Established,2,TRUE
2015-02-10,2014/2015,Aston Villa,Hull City,0,0,2,PAUL LAMBERT,2012-02-06,2015-11-02,125,0,0,0,Hull City,Aston Villa,2014/2015_2015-02-10_Hull City_Aston Villa,0,-2,0,0,1,Established,2,TRUE
2015-03-14,2014/2015,Aston Villa,Sunderland,0,4,0,REMI GARDE,2015-03-11,2016-03-29,1,1,0,0,Sunderland,Aston Villa,2014/2015_2015-03-14_Sunderland_Aston Villa,3,4,1,0,0,Matches 1-3,2,TRUE
2015-03-21,2014/2015,Aston Villa,Swansea City,1,0,1,REMI GARDE,2015-03-11,2016-03-29,2,1,0,0,Aston Villa,Swansea City,2014/2015_2015-03-21_Aston Villa_Swansea City,0,-1,0,0,1,Matches 1-3,2,TRUE
2015-04-04,2014/2015,Aston Villa,Manchester Utd,0,1,3,REMI GARDE,2015-03-11,2016-03-29,3,1,0,0,Manchester Utd,Aston Villa,2014/2015_2015-04-04_Manchester Utd_Aston Villa,0,-2,0,0,1,Matches 1-3,2,TRUE
2015-04-07,2014/2015,Aston Villa,QPR,1,3,3,REMI GARDE,2015-03-11,2016-03-29,4,0,1,0,Aston Villa,QPR,2014/2015_2015-04-07_Aston Villa_QPR,1,0,0,1,0,Matches 4-6,1,FALSE
2015-04-11,2014/2015,Aston Villa,Tottenham,0,1,0,REMI GARDE,2015-03-11,2016-03-29,5,0,1,0,Tottenham,Aston Villa,2014/2015_2015-04-11_Tottenham_Aston Villa,3,1,1,0,0,Matches 4-6,2,TRUE
2015-04-25,2014/2015,Aston Villa,Manchester City,0,2,3,REMI GARDE,2015-03-11,2016-03-29,6,0,1,0,Manchester City,Aston Villa,2014/2015_2015-04-25_Manchester City_Aston Villa,0,-1,0,0,1,Matches 4-6,2,TRUE
2015-05-02,2014/2015,Aston Villa,Everton,1,3,2,REMI GARDE,2015-03-11,2016-03-29,7,0,0,1,Aston Villa,Everton,2014/2015_2015-05-02_Aston Villa_Everton,3,1,1,0,0,Matches 7-10,2,TRUE
2015-05-09,2014/2015,Aston Villa,West Ham,1,1,0,REMI GARDE,2015-03-11,2016-03-29,8,0,0,1,Aston Villa,West Ham,2014/2015_2015-05-09_Aston Villa_West Ham,3,1,1,0,0,Matches 7-10,2,TRUE
2015-05-16,2014/2015,Aston Villa,Southampton,0,1,6,REMI GARDE,2015-03-11,2016-03-29,9,0,0,1,Southampton,Aston Villa,2014/2015_2015-05-16_Southampton_Aston Villa,0,-5,0,0,1,Matches 7-10,2,TRUE
2015-05-24,2014/2015,Aston Villa,Burnley,1,0,1,REMI GARDE,2015-03-11,2016-03-29,10,0,0,1,Aston Villa,Burnley,2014/2015_2015-05-24_Aston Villa_Burnley,0,-1,0,0,1,Matches 7-10,2,TRUE
2015-08-08,2015/2016,Aston Villa,Bournemouth,0,1,0,REMI GARDE,2015-03-11,2016-03-29,11,0,0,0,Bournemouth,Aston Villa,2015/2016_2015-08-08_Bournemouth_Aston Villa,3,1,1,0,0,Established,2,TRUE
2015-08-14,2015/2016,Aston Villa,Manchester Utd,1,0,1,REMI GARDE,2015-03-11,2016-03-29,12,0,0,0,Aston Villa,Manchester Utd,2015/2016_2015-08-14_Aston Villa_Manchester Utd,0,-1,0,0,1,Established,2,TRUE
2015-08-22,2015/2016,Aston Villa,Crystal Palace,0,1,2,REMI GARDE,2015-03-11,2016-03-29,13,0,0,0,Crystal Palace,Aston Villa,2015/2016_2015-08-22_Crystal Palace_Aston Villa,0,-1,0,0,1,Established,2,TRUE
2015-08-29,2015/2016,Aston Villa,Sunderland,1,2,2,REMI GARDE,2015-03-11,2016-03-29,14,0,0,0,Aston Villa,Sunderland,2015/2016_2015-08-29_Aston Villa_Sunderland,1,0,0,1,0,Established,2,TRUE
2015-09-13,2015/2016,Aston Villa,Leicester City,0,2,3,REMI GARDE,2015-03-11,2016-03-29,15,0,0,0,Leicester City,Aston Villa,2015/2016_2015-09-13_Leicester City_Aston Villa,0,-1,0,0,1,Established,2,TRUE
2015-09-19,2015/2016,Aston Villa,West Brom,1,0,1,REMI GARDE,2015-03-11,2016-03-29,16,0,0,0,Aston Villa,West Brom,2015/2016_2015-09-19_Aston Villa_West Brom,0,-1,0,0,1,Established,2,TRUE
2015-09-26,2015/2016,Aston Villa,Liverpool,0,2,3,REMI GARDE,2015-03-11,2016-03-29,17,0,0,0,Liverpool,Aston Villa,2015/2016_2015-09-26_Liverpool_Aston Villa,0,-1,0,0,1,Established,2,TRUE
2015-10-03,2015/2016,Aston Villa,Stoke City,1,0,1,REMI GARDE,2015-03-11,2016-03-29,18,0,0,0,Aston Villa,Stoke City,2015/2016_2015-10-03_Aston Villa_Stoke City,0,-1,0,0,1,Established,2,TRUE
2015-10-17,2015/2016,Aston Villa,Chelsea,0,0,2,REMI GARDE,2015-03-11,2016-03-29,19,0,0,0,Chelsea,Aston Villa,2015/2016_2015-10-17_Chelsea_Aston Villa,0,-2,0,0,1,Established,2,TRUE
2015-10-24,2015/2016,Aston Villa,Swansea City,1,1,2,REMI GARDE,2015-03-11,2016-03-29,20,0,0,0,Aston Villa,Swansea City,2015/2016_2015-10-24_Aston Villa_Swansea City,0,-1,0,0,1,Established,2,TRUE
2015-11-02,2015/2016,Aston Villa,Tottenham,0,1,3,REMI GARDE,2015-03-11,2016-03-29,21,0,0,0,Tottenham,Aston Villa,2015/2016_2015-11-02_Tottenham_Aston Villa,0,-2,0,0,1,Established,2,TRUE
2015-11-08,2015/2016,Aston Villa,Manchester City,1,0,0,REMI GARDE,2015-03-11,2016-03-29,22,0,0,0,Aston Villa,Manchester City,2015/2016_2015-11-08_Aston Villa_Manchester City,1,0,0,1,0,Established,2,TRUE
2015-11-21,2015/2016,Aston Villa,Everton,0,0,4,REMI GARDE,2015-03-11,2016-03-29,23,0,0,0,Everton,Aston Villa,2015/2016_2015-11-21_Everton_Aston Villa,0,-4,0,0,1,Established,2,TRUE
2015-11-28,2015/2016,Aston Villa,Watford,1,2,3,REMI GARDE,2015-03-11,2016-03-29,24,0,0,0,Aston Villa,Watford,2015/2016_2015-11-28_Aston Villa_Watford,0,-1,0,0,1,Established,2,TRUE
2015-12-05,2015/2016,Aston Villa,Southampton,0,1,1,REMI GARDE,2015-03-11,2016-03-29,25,0,0,0,Southampton,Aston Villa,2015/2016_2015-12-05_Southampton_Aston Villa,1,0,0,1,0,Established,2,TRUE
2015-12-13,2015/2016,Aston Villa,Arsenal,1,0,2,REMI GARDE,2015-03-11,2016-03-29,26,0,0,0,Aston Villa,Arsenal,2015/2016_2015-12-13_Aston Villa_Arsenal,0,-2,0,0,1,Established,2,TRUE
2015-12-19,2015/2016,Aston Villa,Newcastle Utd,0,1,1,REMI GARDE,2015-03-11,2016-03-29,27,0,0,0,Newcastle Utd,Aston Villa,2015/2016_2015-12-19_Newcastle Utd_Aston Villa,1,0,0,1,0,Established,2,TRUE
2015-12-26,2015/2016,Aston Villa,West Ham,1,1,1,REMI GARDE,2015-03-11,2016-03-29,28,0,0,0,Aston Villa,West Ham,2015/2016_2015-12-26_Aston Villa_West Ham,1,0,0,1,0,Established,2,TRUE
2015-12-28,2015/2016,Aston Villa,Norwich City,0,0,2,REMI GARDE,2015-03-11,2016-03-29,29,0,0,0,Norwich City,Aston Villa,2015/2016_2015-12-28_Norwich City_Aston Villa,0,-2,0,0,1,Established,2,TRUE
2016-01-02,2015/2016,Aston Villa,Sunderland,0,1,3,REMI GARDE,2015-03-11,2016-03-29,30,0,0,0,Sunderland,Aston Villa,2015/2016_2016-01-02_Sunderland_Aston Villa,0,-2,0,0,1,Established,2,TRUE
2016-01-12,2015/2016,Aston Villa,Crystal Palace,1,1,0,ROBERTO DI MATTEO,2016-01-07,2016-03-10,1,1,0,0,Aston Villa,Crystal Palace,2015/2016_2016-01-12_Aston Villa_Crystal Palace,3,1,1,0,0,Matches 1-3,2,TRUE
2016-01-16,2015/2016,Aston Villa,Leicester City,1,1,1,ROBERTO DI MATTEO,2016-01-07,2016-03-10,2,1,0,0,Aston Villa,Leicester City,2015/2016_2016-01-16_Aston Villa_Leicester City,1,0,0,1,0,Matches 1-3,2,TRUE
2016-01-23,2015/2016,Aston Villa,West Brom,0,0,0,ROBERTO DI MATTEO,2016-01-07,2016-03-10,3,1,0,0,West Brom,Aston Villa,2015/2016_2016-01-23_West Brom_Aston Villa,1,0,0,1,0,Matches 1-3,2,TRUE
2016-02-02,2015/2016,Aston Villa,West Ham,0,0,2,ROBERTO DI MATTEO,2016-01-07,2016-03-10,4,0,1,0,West Ham,Aston Villa,2015/2016_2016-02-02_West Ham_Aston Villa,0,-2,0,0,1,Matches 4-6,2,TRUE
2016-02-06,2015/2016,Aston Villa,Norwich City,1,2,0,ROBERTO DI MATTEO,2016-01-07,2016-03-10,5,0,1,0,Aston Villa,Norwich City,2015/2016_2016-02-06_Aston Villa_Norwich City,3,2,1,0,0,Matches 4-6,2,TRUE
2016-02-14,2015/2016,Aston Villa,Liverpool,1,0,6,ROBERTO DI MATTEO,2016-01-07,2016-03-10,6,0,1,0,Aston Villa,Liverpool,2015/2016_2016-02-14_Aston Villa_Liverpool,0,-6,0,0,1,Matches 4-6,2,TRUE
2016-02-27,2015/2016,Aston Villa,Stoke City,0,1,2,ROBERTO DI MATTEO,2016-01-07,2016-03-10,7,0,0,1,Stoke City,Aston Villa,2015/2016_2016-02-27_Stoke City_Aston Villa,0,-1,0,0,1,Matches 7-10,2,TRUE
2016-03-01,2015/2016,Aston Villa,Everton,1,1,3,ROBERTO DI MATTEO,2016-01-07,2016-03-10,8,0,0,1,Aston Villa,Everton,2015/2016_2016-03-01_Aston Villa_Everton,0,-2,0,0,1,Matches 7-10,2,TRUE
2016-03-05,2015/2016,Aston Villa,Manchester City,0,0,4,ROBERTO DI MATTEO,2016-01-07,2016-03-10,9,0,0,1,Manchester City,Aston Villa,2015/2016_2016-03-05_Manchester City_Aston Villa,0,-4,0,0,1,Matches 7-10,2,TRUE
2016-04-16,2015/2016,Aston Villa,Manchester Utd,0,0,1,STEVE CLARKE,2016-04-10,2016-12-10,1,1,0,0,Manchester Utd,Aston Villa,2015/2016_2016-04-16_Manchester Utd_Aston Villa,0,-1,0,0,1,Matches 1-3,2,TRUE
2016-04-23,2015/2016,Aston Villa,Southampton,1,2,4,STEVE CLARKE,2016-04-10,2016-12-10,2,1,0,0,Aston Villa,Southampton,2015/2016_2016-04-23_Aston Villa_Southampton,0,-2,0,0,1,Matches 1-3,2,TRUE
2016-04-30,2015/2016,Aston Villa,Watford,0,2,3,STEVE CLARKE,2016-04-10,2016-12-10,3,1,0,0,Watford,Aston Villa,2015/2016_2016-04-30_Watford_Aston Villa,0,-1,0,0,1,Matches 1-3,2,TRUE
2016-05-07,2015/2016,Aston Villa,Newcastle Utd,1,0,0,STEVE CLARKE,2016-04-10,2016-12-10,4,0,1,0,Aston Villa,Newcastle Utd,2015/2016_2016-05-07_Aston Villa_Newcastle Utd,1,0,0,1,0,Matches 4-6,2,TRUE
2016-05-15,2015/2016,Aston Villa,Arsenal,0,0,4,STEVE CLARKE,2016-04-10,2016-12-10,5,0,1,0,Arsenal,Aston Villa,2015/2016_2016-05-15_Arsenal_Aston Villa,0,-4,0,0,1,Matches 4-6,2,TRUE
2021-11-20,2021/2022,Aston Villa,Brighton,1,2,0,STEVEN GERRARD,2021-11-11,2022-10-20,1,1,0,0,Aston Villa,Brighton,2021/2022_2021-11-20_Aston Villa_Brighton,3,2,1,0,0,Matches 1-3,2,TRUE
2021-11-27,2021/2022,Aston Villa,Crystal Palace,0,2,1,STEVEN GERRARD,2021-11-11,2022-10-20,2,1,0,0,Crystal Palace,Aston Villa,2021/2022_2021-11-27_Crystal Palace_Aston Villa,3,1,1,0,0,Matches 1-3,2,TRUE
2021-12-01,2021/2022,Aston Villa,Manchester City,1,1,2,STEVEN GERRARD,2021-11-11,2022-10-20,3,1,0,0,Aston Villa,Manchester City,2021/2022_2021-12-01_Aston Villa_Manchester City,0,-1,0,0,1,Matches 1-3,2,TRUE
2021-12-05,2021/2022,Aston Villa,Leicester City,1,2,1,STEVEN GERRARD,2021-11-11,2022-10-20,4,0,1,0,Aston Villa,Leicester City,2021/2022_2021-12-05_Aston Villa_Leicester City,3,1,1,0,0,Matches 4-6,2,TRUE
2021-12-11,2021/2022,Aston Villa,Liverpool,0,0,1,STEVEN GERRARD,2021-11-11,2022-10-20,5,0,1,0,Liverpool,Aston Villa,2021/2022_2021-12-11_Liverpool_Aston Villa,0,-1,0,0,1,Matches 4-6,2,TRUE
2021-12-14,2021/2022,Aston Villa,Norwich City,0,2,0,STEVEN GERRARD,2021-11-11,2022-10-20,6,0,1,0,Norwich City,Aston Villa,2021/2022_2021-12-14_Norwich City_Aston Villa,3,2,1,0,0,Matches 4-6,2,TRUE
2021-12-26,2021/2022,Aston Villa,Chelsea,1,1,3,STEVEN GERRARD,2021-11-11,2022-10-20,7,0,0,1,Aston Villa,Chelsea,2021/2022_2021-12-26_Aston Villa_Chelsea,0,-2,0,0,1,Matches 7-10,2,TRUE
2022-01-02,2021/2022,Aston Villa,Brentford,0,1,2,STEVEN GERRARD,2021-11-11,2022-10-20,8,0,0,1,Brentford,Aston Villa,2021/2022_2022-01-02_Brentford_Aston Villa,0,-1,0,0,1,Matches 7-10,2,TRUE
2015-02-21,2014/2015,Aston Villa,Stoke City,1,1,2,TIM SHERWOOD,2015-02-16,2015-10-25,1,1,0,0,Aston Villa,Stoke City,2014/2015_2015-02-21_Aston Villa_Stoke City,0,-1,0,0,1,Matches 1-3,2,TRUE
2015-02-28,2014/2015,Aston Villa,Newcastle Utd,0,0,1,TIM SHERWOOD,2015-02-16,2015-10-25,2,1,0,0,Newcastle Utd,Aston Villa,2014/2015_2015-02-28_Newcastle Utd_Aston Villa,0,-1,0,0,1,Matches 1-3,2,TRUE
2015-03-03,2014/2015,Aston Villa,West Brom,1,2,1,TIM SHERWOOD,2015-02-16,2015-10-25,3,1,0,0,Aston Villa,West Brom,2014/2015_2015-03-03_Aston Villa_West Brom,3,1,1,0,0,Matches 1-3,2,TRUE
2022-01-15,2021/2022,Aston Villa,Manchester Utd,1,2,2,UNAI EMERY,2022-01-11,2100-01-01,1,1,0,0,Aston Villa,Manchester Utd,2021/2022_2022-01-15_Aston Villa_Manchester Utd,1,0,0,1,0,Matches 1-3,2,TRUE
2022-01-22,2021/2022,Aston Villa,Everton,0,1,0,UNAI EMERY,2022-01-11,2100-01-01,2,1,0,0,Everton,Aston Villa,2021/2022_2022-01-22_Everton_Aston Villa,3,1,1,0,0,Matches 1-3,2,TRUE
2022-02-09,2021/2022,Aston Villa,Leeds United,1,3,3,UNAI EMERY,2022-01-11,2100-01-01,3,1,0,0,Aston Villa,Leeds United,2021/2022_2022-02-09_Aston Villa_Leeds United,1,0,0,1,0,Matches 1-3,2,TRUE
2022-02-13,2021/2022,Aston Villa,Newcastle Utd,0,0,1,UNAI EMERY,2022-01-11,2100-01-01,4,0,1,0,Newcastle Utd,Aston Villa,2021/2022_2022-02-13_Newcastle Utd_Aston Villa,0,-1,0,0,1,Matches 4-6,2,TRUE
2022-02-19,2021/2022,Aston Villa,Watford,1,0,1,UNAI EMERY,2022-01-11,2100-01-01,5,0,1,0,Aston Villa,Watford,2021/2022_2022-02-19_Aston Villa_Watford,0,-1,0,0,1,Matches 4-6,2,TRUE
2022-02-26,2021/2022,Aston Villa,Brighton,0,2,0,UNAI EMERY,2022-01-11,2100-01-01,6,0,1,0,Brighton,Aston Villa,2021/2022_2022-02-26_Brighton_Aston Villa,3,2,1,0,0,Matches 4-6,2,TRUE
2022-03-05,2021/2022,Aston Villa,Southampton,1,4,0,UNAI EMERY,2022-01-11,2100-01-01,7,0,0,1,Aston Villa,Southampton,2021/2022_2022-03-05_Aston Villa_Southampton,3,4,1,0,0,Matches 7-10,2,TRUE
2022-03-10,2021/2022,Aston Villa,Leeds United,0,3,0,UNAI EMERY,2022-01-11,2100-01-01,8,0,0,1,Leeds United,Aston Villa,2021/2022_2022-03-10_Leeds United_Aston Villa,3,3,1,0,0,Matches 7-10,2,TRUE
2022-03-13,2021/2022,Aston Villa,West Ham,0,1,2,UNAI EMERY,2022-01-11,2100-01-01,9,0,0,1,West Ham,Aston Villa,2021/2022_2022-03-13_West Ham_Aston Villa,0,-1,0,0,1,Matches 7-10,2,TRUE
2022-03-19,2021/2022,Aston Villa,Arsenal,1,0,1,UNAI EMERY,2022-01-11,2100-01-01,10,0,0,1,Aston Villa,Arsenal,2021/2022_2022-03-19_Aston Villa_Arsenal,0,-1,0,0,1,Matches 7-10,2,TRUE
2022-04-02,2021/2022,Aston Villa,Wolves,0,1,2,UNAI EMERY,2022-01-11,2100-01-01,11,0,0,0,Wolves,Aston Villa,2021/2022_2022-04-02_Wolves_Aston Villa,0,-1,0,0,1,Established,2,TRUE
2022-04-09,2021/2022,Aston Villa,Tottenham,1,0,4,UNAI EMERY,2022-01-11,2100-01-01,12,0,0,0,Aston Villa,Tottenham,2021/2022_2022-04-09_Aston Villa_Tottenham,0,-4,0,0,1,Established,2,TRUE
2022-04-23,2021/2022,Aston Villa,Leicester City,0,0,0,UNAI EMERY,2022-01-11,2100-01-01,13,0,0,0,Leicester City,Aston Villa,2021/2022_2022-04-23_Leicester City_Aston Villa,1,0,0,1,0,Established,2,TRUE
2022-04-30,2021/2022,Aston Villa,Norwich City,1,2,0,UNAI EMERY,2022-01-11,2100-01-01,14,0,0,0,Aston Villa,Norwich City,2021/2022_2022-04-30_Aston Villa_Norwich City,3,2,1,0,0,Established,2,TRUE
2022-05-07,2021/2022,Aston Villa,Burnley,0,3,1,UNAI EMERY,2022-01-11,2100-01-01,15,0,0,0,Burnley,Aston Villa,2021/2022_2022-05-07_Burnley_Aston Villa,3,2,1,0,0,Established,2,TRUE
2022-05-10,2021/2022,Aston Villa,Liverpool,1,1,2,UNAI EMERY,2022-01-11,2100-01-01,16,0,0,0,Aston Villa,Liverpool,2021/2022_2022-05-10_Aston Villa_Liverpool,0,-1,0,0,1,Established,2,TRUE
2022-05-15,2021/2022,Aston Villa,Crystal Palace,1,1,1,UNAI EMERY,2022-01-11,2100-01-01,17,0,0,0,Aston Villa,Crystal Palace,2021/2022_2022-05-15_Aston Villa_Crystal Palace,1,0,0,1,0,Established,2,TRUE
2022-05-19,2021/2022,Aston Villa,Burnley,1,1,1,UNAI EMERY,2022-01-11,2100-01-01,18,0,0,0,Aston Villa,Burnley,2021/2022_2022-05-19_Aston Villa_Burnley,1,0,0,1,0,Established,2,TRUE
2022-05-22,2021/2022,Aston Villa,Manchester City,0,2,3,UNAI EMERY,2022-01-11,2100-01-01,19,0,0,0,Manchester City,Aston Villa,2021/2022_2022-05-22_Manchester City_Aston Villa,0,-1,0,0,1,Established,2,TRUE
2022-08-06,2022/2023,Aston Villa,Bournemouth,0,0,2,UNAI EMERY,2022-01-11,2100-01-01,20,0,0,0,Bournemouth,Aston Villa,2022/2023_2022-08-06_Bournemouth_Aston Villa,0,-2,0,0,1,Established,2,TRUE
2022-08-13,2022/2023,Aston Villa,Everton,1,2,1,UNAI EMERY,2022-01-11,2100-01-01,21,0,0,0,Aston Villa,Everton,2022/2023_2022-08-13_Aston Villa_Everton,3,1,1,0,0,Established,2,TRUE
2022-08-20,2022/2023,Aston Villa,Crystal Palace,0,1,3,UNAI EMERY,2022-01-11,2100-01-01,22,0,0,0,Crystal Palace,Aston Villa,2022/2023_2022-08-20_Crystal Palace_Aston Villa,0,-2,0,0,1,Established,2,TRUE
2022-08-28,2022/2023,Aston Villa,West Ham,1,0,1,UNAI EMERY,2022-01-11,2100-01-01,23,0,0,0,Aston Villa,West Ham,2022/2023_2022-08-28_Aston Villa_West Ham,0,-1,0,0,1,Established,2,TRUE
2022-08-31,2022/2023,Aston Villa,Arsenal,0,1,2,UNAI EMERY,2022-01-11,2100-01-01,24,0,0,0,Arsenal,Aston Villa,2022/2023_2022-08-31_Arsenal_Aston Villa,0,-1,0,0,1,Established,2,TRUE
2022-09-03,2022/2023,Aston Villa,Manchester City,1,1,1,UNAI EMERY,2022-01-11,2100-01-01,25,0,0,0,Aston Villa,Manchester City,2022/2023_2022-09-03_Aston Villa_Manchester City,1,0,0,1,0,Established,2,TRUE
2022-09-16,2022/2023,Aston Villa,Southampton,1,1,0,UNAI EMERY,2022-01-11,2100-01-01,26,0,0,0,Aston Villa,Southampton,2022/2023_2022-09-16_Aston Villa_Southampton,3,1,1,0,0,Established,2,TRUE
2022-10-02,2022/2023,Aston Villa,Leeds United,0,0,0,UNAI EMERY,2022-01-11,2100-01-01,27,0,0,0,Leeds United,Aston Villa,2022/2023_2022-10-02_Leeds United_Aston Villa,1,0,0,1,0,Established,2,TRUE
2022-10-10,2022/2023,Aston Villa,Nott'ham Forest,0,1,1,UNAI EMERY,2022-01-11,2100-01-01,28,0,0,0,Nott'ham Forest,Aston Villa,2022/2023_2022-10-10_Nott'ham Forest_Aston Villa,1,0,0,1,0,Established,2,TRUE
2022-10-16,2022/2023,Aston Villa,Chelsea,1,0,2,UNAI EMERY,2022-01-11,2100-01-01,29,0,0,0,Aston Villa,Chelsea,2022/2023_2022-10-16_Aston Villa_Chelsea,0,-2,0,0,1,Established,2,TRUE
2022-10-20,2022/2023,Aston Villa,Fulham,0,0,3,UNAI EMERY,2022-01-11,2100-01-01,30,0,0,0,Fulham,Aston Villa,2022/2023_2022-10-20_Fulham_Aston Villa,0,-3,0,0,1,Established,2,TRUE
2022-11-06,2022/2023,Aston Villa,Manchester Utd,1,3,1,UNAI EMERY,2022-01-11,2100-01-01,31,0,0,0,Aston Villa,Manchester Utd,2022/2023_2022-11-06_Aston Villa_Manchester Utd,3,2,1,0,0,Established,2,TRUE
2022-11-13,2022/2023,Aston Villa,Brighton,0,2,1,UNAI EMERY,2022-01-11,2100-01-01,32,0,0,0,Brighton,Aston Villa,2022/2023_2022-11-13_Brighton_Aston Villa,3,1,1,0,0,Established,2,TRUE
2022-12-26,2022/2023,Aston Villa,Liverpool,1,1,3,UNAI EMERY,2022-01-11,2100-01-01,33,0,0,0,Aston Villa,Liverpool,2022/2023_2022-12-26_Aston Villa_Liverpool,0,-2,0,0,1,Established,2,TRUE
2023-01-01,2022/2023,Aston Villa,Tottenham,0,2,0,UNAI EMERY,2022-01-11,2100-01-01,34,0,0,0,Tottenham,Aston Villa,2022/2023_2023-01-01_Tottenham_Aston Villa,3,2,1,0,0,Established,2,TRUE
2023-01-04,2022/2023,Aston Villa,Wolves,1,1,1,UNAI EMERY,2022-01-11,2100-01-01,35,0,0,0,Aston Villa,Wolves,2022/2023_2023-01-04_Aston Villa_Wolves,1,0,0,1,0,Established,2,TRUE
2023-01-13,2022/2023,Aston Villa,Leeds United,1,2,1,UNAI EMERY,2022-01-11,2100-01-01,36,0,0,0,Aston Villa,Leeds United,2022/2023_2023-01-13_Aston Villa_Leeds United,3,1,1,0,0,Established,2,TRUE
2023-01-21,2022/2023,Aston Villa,Southampton,0,1,0,UNAI EMERY,2022-01-11,2100-01-01,37,0,0,0,Southampton,Aston Villa,2022/2023_2023-01-21_Southampton_Aston Villa,3,1,1,0,0,Established,2,TRUE
2023-02-04,2022/2023,Aston Villa,Leicester City,1,2,4,UNAI EMERY,2022-01-11,2100-01-01,38,0,0,0,Aston Villa,Leicester City,2022/2023_2023-02-04_Aston Villa_Leicester City,0,-2,0,0,1,Established,2,TRUE
2023-02-12,2022/2023,Aston Villa,Manchester City,0,1,3,UNAI EMERY,2022-01-11,2100-01-01,39,0,0,0,Manchester City,Aston Villa,2022/2023_2023-02-12_Manchester City_Aston Villa,0,-2,0,0,1,Established,2,TRUE
2023-02-18,2022/2023,Aston Villa,Arsenal,1,2,4,UNAI EMERY,2022-01-11,2100-01-01,40,0,0,0,Aston Villa,Arsenal,2022/2023_2023-02-18_Aston Villa_Arsenal,0,-2,0,0,1,Established,2,TRUE
2023-02-25,2022/2023,Aston Villa,Everton,0,2,0,UNAI EMERY,2022-01-11,2100-01-01,41,0,0,0,Everton,Aston Villa,2022/2023_2023-02-25_Everton_Aston Villa,3,2,1,0,0,Established,2,TRUE
2023-03-04,2022/2023,Aston Villa,Crystal Palace,1,1,0,UNAI EMERY,2022-01-11,2100-01-01,42,0,0,0,Aston Villa,Crystal Palace,2022/2023_2023-03-04_Aston Villa_Crystal Palace,3,1,1,0,0,Established,2,TRUE
